Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
0.388,0.046,244.37,1.6,0.0,0.0,0.0
0.348,0.238,240.86,1.8,0.0,1.0,0.0
0.506,0.206,244.56,2.2,0.0,0.0,1.0
0.734,0.31,240.66,3.4,0.0,1.0,1.0
0.394,0.212,242.88,1.8,0.0,0.0,0.0
3.516,0.078,237.12,14.8,37.0,2.0,18.0
1.918,0.258,241.65,8.0,0.0,0.0,19.0
0.266,0.0,242.37,1.2,0.0,0.0,1.0
0.928,0.23,241.43,3.8,0.0,0.0,12.0
1.814,0.062,235.42,7.6,0.0,1.0,17.0
1.978,0.112,243.09,8.0,0.0,2.0,19.0
0.256,0.128,243.28,1.2,0.0,0.0,0.0
1.252,0.07,235.71,5.2,0.0,0.0,17.0
1.318,0.09,235.63,5.6,0.0,1.0,17.0
1.478,0.14,236.06,6.2,0.0,0.0,17.0
0.452,0.086,237.74,2.2,0.0,0.0,1.0
0.396,0.226,242.93,1.8,0.0,1.0,0.0
0.512,0.236,238.2,2.6,0.0,2.0,1.0
0.582,0.112,239.81,2.4,0.0,0.0,1.0
0.152,0.0,237.66,0.6,0.0,0.0,1.0
0.73,0.226,238.3,3.2,0.0,2.0,0.0
0.286,0.0,241.21,1.4,0.0,0.0,0.0
1.158,0.114,234.11,5.0,2.0,1.0,1.0
3.374,0.09,239.38,14.8,27.0,0.0,18.0
1.39,0.092,238.13,5.8,0.0,0.0,0.0
0.206,0.0,243.23,1.0,0.0,0.0,0.0
1.41,0.064,239.35,5.8,0.0,0.0,19.0
2.008,0.764,241.18,8.8,0.0,0.0,18.0
0.284,0.0,244.82,1.2,0.0,0.0,1.0
0.33,0.116,246.69,1.4,0.0,0.0,1.0
1.332,0.06,238.44,5.6,1.0,0.0,18.0
0.856,0.076,241.8,3.6,0.0,0.0,1.0
1.612,0.232,240.26,6.8,0.0,2.0,18.0
1.692,0.07,241.88,7.0,2.0,0.0,0.0
0.25,0.142,241.25,1.2,0.0,0.0,1.0
0.55,0.312,240.67,2.6,0.0,0.0,1.0
0.746,0.066,241.35,3.4,0.0,0.0,8.0
1.428,0.176,241.44,6.0,0.0,1.0,0.0
0.626,0.132,240.96,2.6,0.0,1.0,1.0
0.342,0.186,243.51,1.6,0.0,0.0,0.0
0.174,0.152,240.68,0.8,0.0,0.0,1.0
4.184,0.228,237.18,17.6,38.0,0.0,0.0
0.302,0.234,240.41,1.6,0.0,0.0,0.0
0.22,0.104,236.12,1.0,0.0,0.0,0.0
0.416,0.216,243.11,2.0,0.0,1.0,0.0
0.344,0.096,239.47,1.6,0.0,0.0,0.0
0.254,0.178,234.81,1.2,0.0,1.0,0.0
0.536,0.238,241.69,2.6,0.0,0.0,0.0
0.174,0.152,241.25,0.8,0.0,0.0,1.0
0.672,0.054,244.19,2.6,0.0,1.0,1.0
2.764,0.324,232.84,11.8,1.0,1.0,16.0
1.344,0.0,239.59,5.6,1.0,0.0,17.0
0.854,0.134,241.55,3.6,0.0,0.0,11.0
0.572,0.0,242.76,2.8,0.0,0.0,6.0
1.422,0.108,240.36,5.8,0.0,0.0,18.0
0.258,0.194,240.84,1.2,0.0,2.0,0.0
0.322,0.056,242.85,1.4,0.0,0.0,1.0
0.204,0.0,241.71,0.8,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
1.218,0.0,240.34,5.0,0.0,0.0,18.0
1.264,0.0,240.72,5.2,0.0,0.0,18.0
0.48,0.174,246.54,2.0,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
0.43,0.196,242.44,1.8,0.0,0.0,1.0
1.046,0.446,240.64,4.8,0.0,3.0,1.0
1.34,0.222,236.35,5.6,0.0,2.0,18.0
1.438,0.052,240.3,6.0,0.0,0.0,19.0
1.36,0.07,237.41,5.6,0.0,0.0,17.0
0.406,0.212,243.2,1.8,0.0,0.0,0.0
5.346,0.116,232.85,22.8,36.0,0.0,17.0
4.068,0.166,235.03,17.4,0.0,35.0,13.0
1.038,0.342,237.72,4.6,0.0,0.0,12.0
0.264,0.0,247.51,1.0,0.0,0.0,1.0
0.402,0.198,245.0,1.8,0.0,0.0,0.0
0.322,0.26,241.0,1.6,0.0,2.0,0.0
0.41,0.216,241.02,1.8,0.0,0.0,0.0
1.186,0.32,243.94,5.0,0.0,1.0,1.0
0.854,0.238,241.1,3.6,1.0,1.0,0.0
0.822,0.0,241.38,3.4,0.0,0.0,1.0
1.202,0.054,237.15,5.0,0.0,0.0,17.0
0.378,0.082,241.29,1.6,0.0,0.0,0.0
0.264,0.106,240.0,1.2,0.0,2.0,0.0
0.284,0.126,242.18,1.2,0.0,0.0,0.0
0.434,0.162,240.73,2.0,0.0,0.0,1.0
1.518,0.216,246.81,6.2,1.0,1.0,18.0
4.272,0.058,231.1,18.4,35.0,0.0,17.0
1.526,0.146,241.05,6.2,0.0,0.0,19.0
0.33,0.13,243.94,1.4,0.0,0.0,0.0
1.49,0.188,241.37,6.2,0.0,1.0,19.0
1.58,0.0,240.7,6.6,1.0,2.0,0.0
0.398,0.344,240.99,2.2,0.0,1.0,1.0
0.494,0.294,242.07,2.4,0.0,1.0,0.0
0.104,0.0,235.8,0.4,0.0,0.0,0.0
0.254,0.108,239.85,1.2,0.0,0.0,0.0
0.286,0.0,239.07,1.2,0.0,0.0,0.0
0.468,0.13,242.2,2.0,0.0,0.0,1.0
2.99,0.166,236.66,12.6,1.0,1.0,18.0
2.176,0.078,237.47,9.2,0.0,1.0,0.0
0.38,0.092,244.31,1.6,0.0,0.0,0.0
0.69,0.068,242.86,2.8,0.0,0.0,0.0
0.296,0.068,248.21,1.2,0.0,0.0,1.0
0.314,0.168,237.18,1.4,0.0,1.0,0.0
0.312,0.0,246.71,1.2,0.0,0.0,1.0
0.436,0.294,239.61,2.2,0.0,0.0,1.0
0.22,0.048,240.19,0.8,0.0,0.0,1.0
1.414,0.09,239.0,5.8,0.0,0.0,17.0
0.35,0.054,233.46,1.6,0.0,0.0,0.0
3.216,0.256,239.01,13.6,0.0,32.0,1.0
0.292,0.204,234.58,1.4,0.0,0.0,0.0
0.986,0.424,240.52,6.2,1.0,0.0,1.0
1.588,0.18,236.91,6.6,0.0,0.0,19.0
0.482,0.214,241.29,2.2,0.0,0.0,1.0
0.522,0.218,240.43,3.0,0.0,2.0,0.0
3.666,0.206,240.09,15.2,0.0,0.0,28.0
0.204,0.0,241.08,0.8,0.0,0.0,0.0
0.186,0.124,242.63,0.8,0.0,1.0,0.0
1.506,0.066,242.99,6.2,0.0,0.0,18.0
4.346,0.064,239.15,18.2,37.0,0.0,1.0
5.196,0.0,236.68,21.8,37.0,0.0,17.0
0.144,0.0,240.49,0.6,0.0,0.0,1.0
0.314,0.088,243.91,1.4,0.0,0.0,0.0
0.35,0.046,248.71,1.6,0.0,0.0,0.0
1.288,0.046,238.46,5.4,0.0,0.0,18.0
0.38,0.342,241.19,2.0,0.0,1.0,1.0
1.316,0.046,236.06,5.6,0.0,0.0,17.0
1.476,0.08,241.09,6.0,0.0,0.0,18.0
1.462,0.114,245.87,5.8,0.0,0.0,20.0
0.21,0.086,242.54,0.8,0.0,1.0,1.0
0.474,0.208,245.49,2.2,0.0,2.0,0.0
1.41,0.0,242.6,5.8,0.0,17.0,1.0
2.05,0.208,240.32,8.6,0.0,0.0,1.0
0.192,0.086,235.24,0.8,0.0,0.0,0.0
0.464,0.214,244.97,2.0,0.0,1.0,1.0
0.878,0.23,242.29,3.6,0.0,0.0,1.0
0.546,0.088,242.84,2.6,0.0,0.0,0.0
0.506,0.058,240.64,2.4,0.0,0.0,0.0
3.758,0.242,237.96,15.8,0.0,1.0,18.0
0.29,0.186,237.63,1.4,0.0,1.0,0.0
0.35,0.062,239.97,1.6,0.0,0.0,0.0
4.876,0.062,235.53,20.8,0.0,0.0,18.0
3.114,0.0,233.85,13.6,30.0,0.0,17.0
0.226,0.0,243.98,1.0,0.0,0.0,0.0
0.326,0.0,238.16,1.6,0.0,0.0,1.0
1.06,0.062,237.06,4.6,0.0,1.0,0.0
2.338,0.066,238.78,9.8,0.0,1.0,0.0
4.264,0.222,241.67,17.6,39.0,0.0,17.0
0.414,0.136,240.61,1.8,0.0,1.0,1.0
1.366,0.076,237.06,5.6,0.0,0.0,18.0
1.486,0.074,240.3,6.2,0.0,0.0,19.0
0.266,0.0,243.93,1.0,0.0,0.0,1.0
0.554,0.06,242.15,2.2,0.0,0.0,0.0
0.206,0.0,236.78,0.8,0.0,0.0,0.0
0.366,0.13,235.49,1.8,0.0,1.0,0.0
0.186,0.086,236.72,0.8,0.0,2.0,0.0
1.228,0.314,241.23,5.2,0.0,1.0,1.0
1.344,0.08,239.15,5.6,1.0,0.0,18.0
0.398,0.184,244.94,1.8,0.0,0.0,1.0
0.58,0.056,239.31,2.4,0.0,0.0,1.0
0.216,0.0,240.13,0.8,0.0,0.0,0.0
1.876,0.07,238.02,7.8,0.0,0.0,17.0
1.556,0.094,241.48,7.8,14.0,0.0,1.0
0.666,0.19,236.86,2.8,0.0,1.0,0.0
0.292,0.09,243.01,1.2,0.0,0.0,1.0
0.442,0.204,238.75,2.0,0.0,2.0,0.0
3.492,0.208,232.88,15.0,0.0,0.0,17.0
1.556,0.0,240.76,6.6,0.0,0.0,18.0
0.408,0.174,241.2,1.8,0.0,1.0,1.0
0.322,0.0,242.29,1.4,0.0,0.0,0.0
0.252,0.082,243.95,1.0,0.0,0.0,1.0
0.252,0.0,244.74,1.0,0.0,0.0,1.0
1.568,0.148,239.9,6.6,0.0,0.0,23.0
0.428,0.228,242.12,2.0,0.0,0.0,0.0
2.188,0.0,236.42,9.4,0.0,23.0,1.0
1.452,0.222,243.0,6.0,0.0,0.0,19.0
2.322,0.056,242.53,9.4,0.0,0.0,20.0
0.242,0.0,246.82,1.0,0.0,0.0,0.0
0.324,0.228,240.32,1.6,0.0,0.0,1.0
1.792,0.0,241.12,7.4,0.0,0.0,18.0
0.318,0.276,242.79,1.6,0.0,1.0,1.0
0.996,0.268,242.06,4.2,0.0,3.0,1.0
1.622,0.286,239.69,6.8,0.0,1.0,1.0
0.31,0.216,240.81,1.6,0.0,0.0,1.0
1.14,0.098,247.28,4.6,1.0,0.0,0.0
6.164,0.366,233.1,26.8,37.0,18.0,17.0
0.252,0.184,240.65,1.4,0.0,0.0,0.0
2.66,0.074,237.92,11.2,0.0,0.0,18.0
0.33,0.284,244.96,1.8,0.0,1.0,1.0
3.11,0.286,236.3,13.2,0.0,0.0,18.0
0.406,0.094,234.05,2.0,0.0,0.0,0.0
0.972,0.142,235.22,4.4,0.0,0.0,11.0
2.312,0.15,240.6,9.6,0.0,0.0,19.0
0.986,0.114,242.54,4.2,1.0,1.0,1.0
1.382,0.0,240.51,5.6,0.0,0.0,19.0
0.242,0.0,245.23,1.0,0.0,0.0,1.0
0.818,0.074,243.06,3.4,0.0,0.0,1.0
2.138,0.416,243.23,8.8,0.0,1.0,19.0
0.68,0.108,239.67,2.8,0.0,0.0,1.0
0.378,0.186,240.45,1.8,0.0,1.0,0.0
1.346,0.0,244.59,5.4,0.0,0.0,19.0
2.12,0.29,237.2,9.0,0.0,0.0,29.0
2.018,0.078,238.56,8.4,0.0,0.0,29.0
0.436,0.048,246.87,1.8,0.0,0.0,1.0
1.358,0.146,242.41,6.6,17.0,2.0,1.0
0.296,0.0,245.54,1.2,0.0,0.0,1.0
0.214,0.1,235.41,1.0,0.0,0.0,0.0
0.248,0.222,240.94,1.4,0.0,1.0,0.0
3.87,0.58,238.97,16.4,1.0,2.0,29.0
0.268,0.096,240.41,1.2,0.0,0.0,1.0
1.758,0.322,243.06,7.2,0.0,2.0,12.0
0.796,0.106,242.92,3.4,0.0,1.0,0.0
0.766,0.196,241.74,3.2,0.0,1.0,1.0
1.738,0.062,239.3,7.2,0.0,0.0,0.0
0.348,0.134,239.86,1.6,0.0,2.0,1.0
2.384,0.148,240.17,9.8,1.0,2.0,0.0
1.646,0.08,236.75,7.0,0.0,0.0,0.0
0.598,0.176,242.44,2.6,0.0,1.0,1.0
1.41,0.226,240.35,5.8,0.0,0.0,18.0
0.26,0.0,240.69,1.0,0.0,0.0,0.0
0.356,0.132,245.36,1.4,0.0,0.0,1.0
2.696,0.048,236.38,11.4,0.0,0.0,0.0
2.738,0.314,235.74,11.6,0.0,1.0,18.0
0.318,0.116,243.35,1.4,0.0,0.0,0.0
0.336,0.098,242.3,1.4,0.0,0.0,1.0
0.306,0.134,245.72,1.4,0.0,0.0,0.0
0.226,0.122,239.15,1.0,0.0,0.0,1.0
3.854,0.124,238.64,16.6,0.0,31.0,0.0
0.326,0.126,246.22,1.4,0.0,0.0,0.0
1.632,0.084,241.88,6.6,0.0,0.0,0.0
1.91,0.118,242.61,7.8,0.0,0.0,18.0
3.714,0.0,235.19,15.8,37.0,0.0,1.0
0.24,0.13,240.27,1.0,0.0,0.0,1.0
1.738,0.114,242.34,7.2,0.0,1.0,1.0
1.85,0.108,240.04,7.6,0.0,0.0,18.0
1.37,0.0,243.42,5.6,0.0,0.0,18.0
0.756,0.106,241.34,3.0,0.0,0.0,0.0
0.8,0.0,242.82,4.4,1.0,0.0,1.0
1.936,0.0,239.52,8.2,0.0,0.0,17.0
0.57,0.132,244.73,2.4,0.0,3.0,0.0
0.236,0.098,244.33,1.0,0.0,0.0,1.0
2.002,0.0,242.89,8.2,0.0,0.0,19.0
0.726,0.198,239.28,3.2,0.0,1.0,1.0
0.348,0.082,240.91,1.4,0.0,1.0,1.0
2.934,0.22,240.86,12.4,0.0,0.0,21.0
1.542,0.29,239.24,6.4,0.0,2.0,18.0
1.392,0.056,245.65,5.6,0.0,0.0,18.0
1.27,0.0,239.02,5.2,0.0,0.0,18.0
1.278,0.058,242.28,5.2,0.0,0.0,18.0
0.27,0.046,244.42,1.2,0.0,1.0,0.0
2.208,0.28,240.82,9.2,0.0,1.0,17.0
0.288,0.106,241.06,1.4,0.0,0.0,1.0
1.638,0.0,243.92,6.8,0.0,0.0,18.0
0.158,0.0,242.4,0.6,0.0,0.0,1.0
0.236,0.124,236.94,1.0,0.0,0.0,0.0
0.312,0.08,244.43,1.2,0.0,0.0,0.0
0.588,0.288,242.15,2.8,0.0,7.0,0.0
1.52,0.0,239.24,6.2,0.0,1.0,17.0
1.19,0.0,239.21,4.8,0.0,0.0,18.0
2.726,0.0,240.04,11.2,0.0,0.0,19.0
4.174,0.086,237.91,17.4,38.0,0.0,18.0
2.758,0.112,234.26,12.0,0.0,33.0,0.0
1.27,0.0,241.16,5.2,0.0,0.0,18.0
3.69,0.0,237.63,15.4,37.0,0.0,18.0
0.352,0.0,240.13,1.6,0.0,0.0,0.0
3.14,0.048,239.97,13.0,0.0,0.0,18.0
0.314,0.25,241.81,1.6,0.0,0.0,0.0
0.306,0.098,237.77,1.2,0.0,0.0,0.0
0.326,0.256,241.04,1.6,0.0,0.0,0.0
0.382,0.136,246.51,1.6,0.0,0.0,1.0
0.3,0.128,242.08,1.4,0.0,0.0,0.0
0.406,0.062,238.82,1.6,0.0,0.0,0.0
0.754,0.118,241.39,3.0,0.0,1.0,0.0
2.446,0.0,239.82,10.2,0.0,0.0,18.0
1.464,0.0,241.93,6.0,0.0,0.0,18.0
0.978,0.294,245.9,4.0,0.0,0.0,12.0
1.428,0.094,241.48,5.8,0.0,0.0,19.0
0.566,0.0,243.4,2.8,0.0,0.0,0.0
0.418,0.104,238.43,1.8,0.0,2.0,1.0
0.296,0.0,240.99,1.4,0.0,0.0,0.0
2.592,0.436,237.16,11.4,0.0,0.0,1.0
0.236,0.0,249.48,1.0,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
1.636,0.086,242.48,6.6,0.0,0.0,19.0
0.27,0.1,243.58,1.2,0.0,1.0,1.0
2.886,0.218,240.83,12.0,38.0,1.0,1.0
0.408,0.396,241.8,2.2,0.0,1.0,0.0
0.618,0.05,244.06,2.4,0.0,0.0,1.0
1.588,0.0,242.54,7.8,0.0,0.0,0.0
1.492,0.204,242.71,6.2,0.0,2.0,18.0
6.064,0.158,234.84,25.8,53.0,0.0,18.0
0.386,0.102,244.18,1.6,0.0,0.0,0.0
0.308,0.21,239.43,1.6,0.0,0.0,0.0
1.012,0.066,242.4,4.2,0.0,0.0,0.0
1.0916150365006245,0.12371447630387258,240.8398579745081,4.627759310587134,1.1219233096502186,1.2985199679887571,6.45844735712055
3.43,0.0,237.08,14.4,0.0,0.0,17.0
2.592,0.0,239.22,10.8,0.0,0.0,0.0
2.252,0.176,239.38,9.4,0.0,2.0,18.0
0.414,0.22,242.57,1.8,0.0,0.0,0.0
0.358,0.092,247.04,1.6,0.0,0.0,0.0
0.666,0.084,240.22,2.8,0.0,0.0,0.0
1.684,0.212,241.81,7.0,1.0,1.0,19.0
0.284,0.146,240.0,1.4,0.0,0.0,1.0
0.466,0.0,239.77,2.0,0.0,0.0,1.0
0.328,0.112,243.37,1.4,0.0,1.0,1.0
2.798,0.0,238.33,11.8,0.0,0.0,17.0
0.384,0.106,242.16,1.6,0.0,0.0,0.0
0.422,0.0,241.28,1.6,0.0,0.0,0.0
1.482,0.28,238.91,6.2,1.0,1.0,17.0
0.254,0.116,237.7,1.2,0.0,0.0,1.0
0.27,0.0,239.97,1.0,0.0,0.0,0.0
1.498,0.17,240.74,6.2,0.0,1.0,18.0
1.434,0.148,235.65,6.0,0.0,0.0,17.0
0.378,0.054,241.81,1.6,0.0,0.0,0.0
1.93,0.1,243.08,7.8,0.0,0.0,19.0
3.7,0.062,235.93,15.6,0.0,37.0,17.0
0.256,0.122,241.17,1.2,0.0,0.0,0.0
4.972,0.082,232.34,21.4,46.0,0.0,0.0
1.556,0.068,241.53,6.4,0.0,1.0,19.0
0.2,0.094,241.96,1.0,0.0,0.0,0.0
3.702,0.07,237.78,15.4,0.0,0.0,17.0
1.344,0.046,246.77,5.4,0.0,0.0,19.0
0.498,0.242,241.15,2.2,1.0,2.0,1.0
0.408,0.082,240.64,1.8,0.0,0.0,0.0
1.674,0.124,240.5,7.0,0.0,0.0,18.0
0.546,0.254,243.48,2.4,0.0,1.0,1.0
0.152,0.122,240.74,0.8,0.0,0.0,1.0
3.178,0.434,230.71,13.8,1.0,0.0,16.0
0.264,0.1,239.67,1.2,0.0,0.0,1.0
1.328,0.0,241.03,5.4,0.0,0.0,17.0
1.436,0.0,243.15,5.8,0.0,0.0,19.0
0.22,0.0,236.86,1.0,0.0,0.0,0.0
0.37,0.104,245.17,1.6,0.0,0.0,0.0
0.394,0.204,241.4,1.8,0.0,0.0,0.0
0.178,0.098,236.85,0.8,0.0,0.0,0.0
0.5,0.236,239.43,2.4,0.0,1.0,0.0
5.9,0.0,237.06,24.8,75.0,0.0,17.0
1.974,0.086,236.39,8.4,0.0,0.0,17.0
0.212,0.0,238.06,0.8,0.0,0.0,0.0
1.83,0.216,237.99,7.6,0.0,2.0,18.0
0.306,0.222,241.47,1.4,0.0,0.0,0.0
0.222,0.0,247.37,1.0,0.0,0.0,0.0
0.304,0.226,237.17,1.6,0.0,1.0,1.0
0.324,0.112,244.15,1.4,0.0,0.0,0.0
0.38,0.0,243.38,1.6,0.0,0.0,0.0
0.33,0.092,243.0,1.6,0.0,1.0,0.0
0.378,0.212,239.98,1.8,0.0,0.0,0.0
0.33,0.098,243.4,1.4,0.0,0.0,0.0
0.326,0.1,242.73,1.4,0.0,0.0,0.0
2.368,0.188,238.95,9.8,0.0,1.0,17.0
1.466,0.066,239.82,6.0,0.0,0.0,18.0
0.46,0.222,246.22,2.0,0.0,0.0,0.0
0.524,0.118,247.55,2.2,0.0,1.0,0.0
1.692,0.052,237.46,7.0,0.0,0.0,18.0
1.648,0.0,237.86,6.8,0.0,0.0,1.0
0.348,0.062,243.69,1.4,0.0,0.0,1.0
0.804,0.412,240.64,3.8,0.0,1.0,1.0
1.076,0.386,240.53,4.6,0.0,2.0,12.0
0.378,0.144,241.52,1.6,0.0,0.0,0.0
0.682,0.0,238.52,3.0,1.0,0.0,0.0
0.62,0.0,241.75,2.6,1.0,0.0,0.0
0.422,0.232,243.07,2.0,0.0,0.0,1.0
0.622,0.108,240.83,2.6,0.0,0.0,0.0
0.226,0.0,242.06,1.0,0.0,0.0,0.0
0.332,0.108,246.62,1.4,0.0,0.0,0.0
2.546,0.186,238.19,10.6,38.0,1.0,1.0
0.468,0.226,244.61,2.0,0.0,2.0,0.0
0.224,0.0,239.34,1.0,0.0,0.0,0.0
0.704,0.052,233.93,3.2,0.0,0.0,0.0
0.2,0.128,237.56,1.0,0.0,0.0,0.0
0.274,0.1,242.68,1.2,0.0,0.0,1.0
1.258,0.054,239.44,5.2,0.0,0.0,18.0
0.246,0.124,240.82,1.2,0.0,0.0,0.0
1.846,0.048,238.05,7.8,0.0,0.0,0.0
0.336,0.218,242.53,1.6,0.0,0.0,0.0
0.27,0.1,240.71,1.2,0.0,3.0,0.0
1.508,0.198,241.43,6.2,0.0,1.0,18.0
0.678,0.064,240.5,2.8,0.0,0.0,0.0
0.156,0.0,243.98,0.6,0.0,0.0,1.0
0.22,0.0,237.16,0.8,0.0,0.0,0.0
0.314,0.116,241.02,1.6,0.0,0.0,1.0
0.85,0.496,243.71,4.0,0.0,1.0,0.0
0.316,0.1,237.76,1.4,0.0,0.0,0.0
0.434,0.174,238.33,2.2,0.0,2.0,0.0
0.26,0.0,242.85,1.2,0.0,0.0,0.0
1.168,0.0,238.01,4.8,0.0,0.0,18.0
1.462,0.0,236.56,6.4,0.0,0.0,17.0
0.368,0.302,241.91,1.8,0.0,0.0,0.0
1.47,0.0,237.88,6.2,0.0,0.0,17.0
0.316,0.09,249.63,1.4,0.0,1.0,0.0
2.294,0.116,235.96,9.6,0.0,0.0,17.0
2.48,0.168,236.58,10.4,0.0,0.0,0.0
0.286,0.056,238.48,1.2,0.0,0.0,0.0
2.43,0.122,243.06,10.0,0.0,2.0,0.0
0.158,0.124,241.09,0.8,0.0,0.0,1.0
0.306,0.072,242.75,1.2,0.0,0.0,0.0
0.25,0.0,240.82,1.0,0.0,0.0,0.0
0.324,0.118,247.8,1.4,0.0,0.0,0.0
1.332,0.0,242.03,5.4,1.0,0.0,0.0
0.548,0.0,243.29,2.2,0.0,0.0,1.0
1.018,0.0,238.76,4.2,0.0,0.0,0.0
0.33,0.274,244.2,1.8,0.0,1.0,1.0
0.21,0.092,240.0,1.0,0.0,0.0,1.0
0.112,0.0,236.69,0.6,0.0,0.0,0.0
0.464,0.08,240.43,2.0,0.0,0.0,0.0
1.564,0.196,240.98,6.4,0.0,0.0,18.0
0.412,0.164,241.78,1.8,0.0,1.0,0.0
0.222,0.104,238.07,1.0,0.0,0.0,0.0
1.544,0.244,241.54,6.4,0.0,0.0,18.0
0.414,0.2,242.5,1.8,0.0,0.0,0.0
0.226,0.112,239.28,1.0,0.0,0.0,0.0
0.358,0.128,245.19,1.4,0.0,0.0,1.0
1.408,0.092,234.11,6.0,0.0,1.0,17.0
0.244,0.132,241.74,1.2,0.0,0.0,1.0
0.552,0.192,244.24,2.4,0.0,0.0,0.0
0.332,0.052,243.71,1.4,0.0,0.0,0.0
2.474,0.414,239.39,11.2,10.0,0.0,18.0
0.736,0.046,245.18,3.0,0.0,2.0,1.0
1.342,0.078,238.96,5.6,0.0,1.0,18.0
2.576,0.086,235.44,10.8,0.0,0.0,0.0
0.972,0.0,244.82,4.0,0.0,0.0,0.0
0.158,0.0,244.06,0.6,0.0,0.0,1.0
0.216,0.0,241.46,0.8,0.0,0.0,0.0
0.35,0.122,243.42,1.4,0.0,1.0,1.0
0.182,0.16,241.24,1.0,0.0,0.0,1.0
0.536,0.0,241.57,2.2,0.0,0.0,1.0
0.268,0.0,243.08,1.2,0.0,0.0,0.0
0.342,0.122,245.1,1.4,0.0,0.0,0.0
1.594,0.116,238.39,6.6,0.0,0.0,18.0
1.454,0.194,237.53,6.0,0.0,1.0,18.0
0.176,0.154,241.82,0.8,0.0,0.0,1.0
1.208,0.0,235.16,5.2,0.0,0.0,0.0
0.328,0.262,242.0,1.6,0.0,1.0,1.0
1.516,0.304,237.22,6.4,0.0,1.0,18.0
1.602,0.312,241.4,6.6,1.0,1.0,17.0
0.302,0.3,240.78,1.8,0.0,1.0,1.0
0.394,0.102,241.71,1.6,0.0,0.0,0.0
0.154,0.0,240.01,0.6,0.0,0.0,1.0
2.168,0.088,240.27,9.0,1.0,2.0,18.0
1.704,0.054,235.82,7.2,0.0,0.0,0.0
1.416,0.154,234.75,6.0,0.0,1.0,17.0
1.39,0.142,240.32,5.8,0.0,0.0,0.0
2.272,0.0,247.42,9.0,0.0,0.0,19.0
0.794,0.0,235.24,3.4,0.0,1.0,0.0
0.342,0.108,240.16,1.4,0.0,0.0,1.0
1.624,0.116,243.3,6.6,0.0,0.0,1.0
1.586,0.086,242.36,6.4,0.0,0.0,18.0
1.886,0.238,233.17,8.0,0.0,2.0,17.0
0.38,0.366,245.13,2.0,0.0,2.0,1.0
2.138,0.0,236.95,9.4,0.0,0.0,0.0
0.74,0.088,240.57,3.0,0.0,1.0,1.0
3.614,0.144,236.88,15.2,38.0,0.0,18.0
0.4,0.12,242.47,1.8,0.0,0.0,0.0
0.322,0.0,243.19,1.4,0.0,0.0,1.0
3.852,0.106,239.01,16.4,0.0,60.0,0.0
0.184,0.062,238.6,0.8,0.0,0.0,0.0
2.42,0.266,237.59,10.2,0.0,0.0,17.0
0.374,0.12,246.17,1.6,0.0,0.0,0.0
0.796,0.148,240.97,3.4,0.0,0.0,0.0
0.916,0.444,245.91,4.0,0.0,1.0,0.0
1.884,0.0,241.23,7.8,0.0,0.0,18.0
0.52,0.1,240.55,2.4,0.0,0.0,1.0
0.334,0.218,244.14,1.6,0.0,0.0,1.0
1.262,0.18,233.85,5.4,0.0,1.0,17.0
0.33,0.094,242.21,1.4,0.0,1.0,1.0
1.02,0.054,241.84,4.2,0.0,0.0,0.0
0.63,0.056,237.02,2.6,0.0,0.0,0.0
1.866,0.138,241.25,7.8,0.0,0.0,19.0
1.038,0.074,241.74,5.0,1.0,0.0,0.0
0.186,0.072,241.81,0.8,0.0,0.0,1.0
0.356,0.078,240.96,1.6,0.0,0.0,0.0
0.522,0.212,249.59,2.2,0.0,0.0,0.0
0.206,0.086,236.26,1.0,0.0,0.0,0.0
1.384,0.11,235.6,5.8,0.0,0.0,0.0
0.306,0.092,242.21,1.2,0.0,0.0,0.0
0.34,0.102,242.71,1.4,0.0,0.0,0.0
5.07,0.136,240.4,21.0,39.0,0.0,0.0
0.604,0.34,239.98,3.8,0.0,2.0,1.0
0.656,0.176,243.83,3.0,0.0,0.0,0.0
1.766,0.118,239.81,7.4,0.0,0.0,1.0
0.27,0.0,244.13,1.2,0.0,0.0,0.0
2.578,0.182,239.99,10.6,0.0,2.0,17.0
0.518,0.19,245.5,2.4,0.0,0.0,0.0
0.256,0.0,240.73,1.2,0.0,0.0,0.0
0.726,0.112,237.9,3.0,0.0,0.0,12.0
1.314,0.048,240.98,5.4,0.0,0.0,18.0
1.41,0.1,240.67,5.8,0.0,0.0,18.0
2.854,0.288,243.25,11.8,1.0,0.0,19.0
0.33,0.1,242.23,1.4,0.0,0.0,0.0
2.512,0.166,239.61,10.4,0.0,0.0,18.0
0.792,0.15,239.62,3.2,0.0,0.0,0.0
0.942,0.176,240.95,4.0,0.0,0.0,1.0
0.714,0.046,238.75,3.0,0.0,0.0,0.0
1.198,0.0,237.58,5.0,0.0,0.0,18.0
0.23,0.0,241.14,1.0,0.0,0.0,0.0
