Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,WeekStatus,Day_of_week,Load_Type
43.34,14.8,0.0,94.63,100.0,Weekday,Wednesday,Maximum_Load
127.98,58.43,0.0,90.97,100.0,Weekend,Saturday,Maximum_Load
3.6,3.96,0.0,67.27,100.0,Weekday,Friday,Medium_Load
3.53,0.0,16.85,100.0,20.5,Weekday,Wednesday,Light_Load
21.06,20.45,0.0,71.74,100.0,Weekday,Tuesday,Light_Load
3.24,5.0,0.0,54.38,100.0,Weekday,Thursday,Light_Load
32.9,0.04,4.9,100.0,98.91,Weekday,Wednesday,Maximum_Load
4.03,3.13,0.18,78.98,99.9,Weekday,Friday,Light_Load
2.84,4.32,0.0,54.93,100.0,Weekday,Thursday,Light_Load
3.71,0.0,25.06,100.0,14.64,Weekday,Friday,Medium_Load
2.56,5.4,0.0,42.84,100.0,Weekday,Wednesday,Light_Load
31.03,1.44,1.15,99.89,99.93,Weekday,Tuesday,Medium_Load
82.76,37.08,0.0,91.26,100.0,Weekday,Thursday,Maximum_Load
114.62,53.32,0.0,90.67,100.0,Weekday,Tuesday,Medium_Load
79.74,31.18,0.0,93.13,100.0,Weekday,Thursday,Medium_Load
4.1,0.0,17.53,100.0,22.77,Weekend,Sunday,Light_Load
3.53,4.5,0.0,61.72,100.0,Weekday,Tuesday,Medium_Load
53.17,21.53,0.0,92.69,100.0,Weekday,Wednesday,Maximum_Load
3.49,4.46,0.18,61.63,99.87,Weekday,Monday,Light_Load
121.64,64.84,0.0,88.25,100.0,Weekday,Thursday,Maximum_Load
3.46,2.52,0.0,80.83,100.0,Weekday,Wednesday,Light_Load
3.78,2.34,0.5,85.03,99.14,Weekday,Friday,Light_Load
4.57,0.0,21.46,100.0,20.83,Weekend,Saturday,Light_Load
40.97,14.9,0.0,93.98,100.0,Weekend,Saturday,Maximum_Load
91.8,47.88,0.0,88.66,100.0,Weekday,Tuesday,Maximum_Load
3.28,4.21,0.0,61.46,100.0,Weekend,Saturday,Light_Load
3.49,4.03,0.0,65.46,100.0,Weekday,Wednesday,Light_Load
4.28,0.0,19.84,100.0,21.09,Weekend,Sunday,Light_Load
24.59,21.02,0.0,76.01,100.0,Weekend,Saturday,Maximum_Load
110.48,38.77,0.0,94.36,100.0,Weekday,Thursday,Medium_Load
5.9,6.55,0.0,66.93,100.0,Weekday,Thursday,Light_Load
58.64,35.86,0.0,85.31,100.0,Weekday,Tuesday,Medium_Load
4.14,3.38,0.11,77.46,99.96,Weekday,Tuesday,Light_Load
4.43,4.68,0.0,68.74,100.0,Weekday,Monday,Light_Load
3.6,3.35,0.0,73.21,100.0,Weekend,Sunday,Light_Load
77.72,40.14,0.0,88.85,100.0,Weekday,Tuesday,Medium_Load
58.9,27.4,0.0,90.67,100.0,Weekday,Friday,Medium_Load
3.53,3.89,0.0,67.2,100.0,Weekday,Thursday,Light_Load
4.57,0.0,24.41,100.0,18.4,Weekend,Saturday,Light_Load
38.84,20.2,0.0,88.72,100.0,Weekday,Thursday,Medium_Load
3.96,1.87,14.94,90.42,25.62,Weekday,Monday,Medium_Load
4.07,0.0,25.56,100.0,15.73,Weekend,Saturday,Medium_Load
3.13,3.35,0.0,68.27,100.0,Weekend,Saturday,Light_Load
2.95,3.78,0.0,61.52,100.0,Weekday,Friday,Light_Load
45.68,25.2,0.0,87.56,100.0,Weekday,Monday,Medium_Load
2.84,4.28,0.0,55.29,100.0,Weekend,Sunday,Light_Load
3.06,3.89,0.0,61.83,100.0,Weekday,Monday,Light_Load
62.64,36.9,0.0,86.16,100.0,Weekday,Friday,Maximum_Load
59.83,21.28,0.36,94.22,100.0,Weekday,Monday,Medium_Load
5.36,0.0,26.53,100.0,19.8,Weekday,Tuesday,Medium_Load
56.88,26.06,0.0,90.91,100.0,Weekday,Monday,Medium_Load
2.99,0.0,17.39,100.0,16.95,Weekend,Sunday,Light_Load
91.8,44.17,0.0,90.11,100.0,Weekday,Friday,Maximum_Load
3.74,3.1,0.11,76.99,99.96,Weekday,Monday,Light_Load
31.25,3.71,1.98,99.3,99.8,Weekday,Tuesday,Maximum_Load
68.36,39.6,0.0,86.53,100.0,Weekday,Friday,Medium_Load
3.92,4.79,0.0,63.33,100.0,Weekday,Thursday,Light_Load
3.64,3.85,0.0,68.7,100.0,Weekday,Friday,Light_Load
108.5,38.09,0.0,94.35,100.0,Weekday,Monday,Maximum_Load
117.14,46.3,0.0,93.0,100.0,Weekday,Monday,Maximum_Load
3.06,0.0,16.31,100.0,18.44,Weekend,Saturday,Light_Load
3.78,3.42,0.04,74.15,99.99,Weekend,Sunday,Light_Load
2.84,5.4,0.0,46.55,100.0,Weekday,Friday,Light_Load
3.28,3.78,0.0,65.54,100.0,Weekday,Friday,Light_Load
3.46,4.28,0.0,62.87,100.0,Weekday,Monday,Medium_Load
5.4,0.0,13.28,100.0,37.67,Weekend,Saturday,Maximum_Load
2.92,3.67,0.0,62.26,100.0,Weekday,Friday,Light_Load
2.84,0.0,10.84,100.0,25.34,Weekend,Saturday,Light_Load
38.09,29.23,0.0,79.33,100.0,Weekend,Sunday,Light_Load
60.91,24.37,0.0,92.84,100.0,Weekday,Thursday,Medium_Load
8.86,9.36,0.0,68.74,100.0,Weekend,Sunday,Light_Load
3.13,2.92,0.0,73.12,100.0,Weekday,Wednesday,Light_Load
41.65,10.76,0.0,96.82,100.0,Weekday,Tuesday,Maximum_Load
5.98,0.0,25.85,100.0,22.54,Weekday,Wednesday,Medium_Load
71.21,27.76,0.0,93.17,100.0,Weekday,Tuesday,Maximum_Load
3.53,3.42,0.0,71.82,100.0,Weekday,Thursday,Light_Load
2.84,6.16,0.0,41.87,100.0,Weekend,Sunday,Light_Load
2.99,5.29,0.0,49.21,100.0,Weekday,Friday,Light_Load
51.95,32.72,0.0,84.62,100.0,Weekday,Thursday,Maximum_Load
3.71,3.71,0.0,70.71,100.0,Weekday,Monday,Light_Load
3.02,3.71,0.0,63.13,100.0,Weekend,Saturday,Light_Load
4.18,3.02,0.25,81.06,99.82,Weekday,Thursday,Light_Load
111.31,62.14,0.0,87.32,100.0,Weekday,Monday,Medium_Load
57.64,45.86,0.0,78.25,100.0,Weekday,Friday,Light_Load
105.48,44.32,0.0,92.19,100.0,Weekday,Thursday,Medium_Load
4.61,5.0,0.36,67.79,99.7,Weekend,Sunday,Light_Load
3.38,5.4,0.0,53.06,100.0,Weekday,Friday,Light_Load
45.58,31.93,0.0,81.9,100.0,Weekday,Thursday,Maximum_Load
2.92,0.0,11.92,100.0,23.79,Weekday,Monday,Light_Load
2.81,5.98,0.0,42.53,100.0,Weekend,Sunday,Light_Load
2.92,1.69,0.5,86.55,98.57,Weekday,Friday,Light_Load
3.82,1.48,5.47,93.25,57.26,Weekend,Sunday,Light_Load
2.81,5.15,0.0,47.9,100.0,Weekend,Sunday,Light_Load
58.18,35.53,0.0,85.34,100.0,Weekday,Thursday,Maximum_Load
74.16,49.93,0.0,82.95,100.0,Weekday,Wednesday,Maximum_Load
4.61,5.11,0.0,66.98,100.0,Weekday,Tuesday,Light_Load
3.71,7.13,0.0,46.16,100.0,Weekday,Tuesday,Light_Load
83.81,41.18,0.0,89.75,100.0,Weekday,Monday,Light_Load
3.38,0.0,8.17,100.0,38.23,Weekend,Saturday,Light_Load
3.78,3.67,0.0,71.75,100.0,Weekday,Monday,Light_Load
3.31,0.0,17.96,100.0,18.12,Weekday,Friday,Light_Load
3.42,0.0,21.92,100.0,15.42,Weekend,Sunday,Light_Load
2.74,5.08,0.0,47.47,100.0,Weekday,Monday,Light_Load
76.21,9.76,0.68,99.19,100.0,Weekend,Saturday,Maximum_Load
67.5,33.01,0.0,89.83,100.0,Weekday,Tuesday,Medium_Load
61.31,30.89,0.0,89.31,100.0,Weekday,Monday,Maximum_Load
3.85,3.46,0.0,74.38,100.0,Weekday,Tuesday,Light_Load
51.98,53.89,0.0,69.42,100.0,Weekend,Saturday,Light_Load
3.35,0.0,17.28,100.0,19.03,Weekday,Thursday,Light_Load
3.6,3.89,0.0,67.92,100.0,Weekday,Friday,Light_Load
3.71,4.61,0.0,62.7,100.0,Weekday,Wednesday,Light_Load
7.88,0.0,25.45,100.0,29.58,Weekday,Friday,Medium_Load
3.24,4.36,0.0,59.65,100.0,Weekday,Monday,Light_Load
29.34,1.48,1.04,99.87,99.94,Weekend,Sunday,Maximum_Load
50.4,22.86,0.0,91.07,100.0,Weekday,Wednesday,Maximum_Load
2.92,0.0,4.5,100.0,54.43,Weekday,Monday,Light_Load
49.64,22.0,5.72,91.42,99.34,Weekday,Thursday,Medium_Load
6.12,0.0,15.3,100.0,37.14,Weekend,Sunday,Maximum_Load
54.72,12.78,0.0,97.38,100.0,Weekday,Tuesday,Medium_Load
5.72,0.0,21.42,100.0,25.8,Weekend,Sunday,Maximum_Load
99.9,36.22,0.0,94.01,100.0,Weekday,Monday,Medium_Load
43.16,18.83,0.0,91.66,100.0,Weekday,Wednesday,Maximum_Load
31.5,0.04,6.98,100.0,97.63,Weekend,Sunday,Maximum_Load
35.24,2.02,4.18,99.84,99.3,Weekday,Friday,Medium_Load
87.16,33.52,0.0,93.34,100.0,Weekday,Wednesday,Medium_Load
10.51,2.2,8.64,97.88,77.25,Weekend,Saturday,Medium_Load
3.67,4.79,0.0,60.82,100.0,Weekend,Sunday,Light_Load
11.3,0.07,13.82,100.0,63.3,Weekend,Saturday,Medium_Load
3.96,3.56,0.0,74.37,100.0,Weekend,Saturday,Light_Load
3.46,0.0,15.84,100.0,21.34,Weekend,Sunday,Medium_Load
99.43,59.69,0.0,85.74,100.0,Weekday,Tuesday,Light_Load
3.1,2.48,0.0,78.09,100.0,Weekday,Thursday,Light_Load
2.7,5.29,0.0,45.46,100.0,Weekday,Thursday,Light_Load
18.86,8.32,18.25,91.49,71.86,Weekday,Thursday,Medium_Load
4.9,3.53,0.0,81.14,100.0,Weekday,Friday,Light_Load
60.16,26.39,0.0,91.58,100.0,Weekday,Tuesday,Maximum_Load
2.81,3.74,0.0,60.07,100.0,Weekend,Sunday,Light_Load
72.43,15.73,0.32,97.72,100.0,Weekday,Thursday,Medium_Load
4.36,0.0,17.78,100.0,23.82,Weekday,Friday,Medium_Load
3.38,0.0,11.77,100.0,27.6,Weekend,Saturday,Medium_Load
7.49,0.0,23.15,100.0,30.78,Weekday,Wednesday,Maximum_Load
63.11,35.89,0.0,86.93,100.0,Weekday,Friday,Light_Load
3.13,4.0,0.0,61.63,100.0,Weekday,Monday,Light_Load
2.81,0.0,11.3,100.0,24.13,Weekend,Saturday,Medium_Load
65.41,7.34,1.8,99.38,99.96,Weekday,Wednesday,Maximum_Load
2.81,4.14,0.0,56.16,100.0,Weekend,Sunday,Light_Load
3.46,3.6,0.0,69.29,100.0,Weekend,Sunday,Light_Load
3.78,0.0,23.72,100.0,15.74,Weekend,Saturday,Medium_Load
3.82,0.0,9.4,100.0,37.65,Weekend,Sunday,Medium_Load
88.38,12.67,0.04,98.99,100.0,Weekend,Saturday,Medium_Load
37.73,18.4,0.0,89.88,100.0,Weekend,Saturday,Maximum_Load
15.62,13.28,0.0,76.19,100.0,Weekend,Sunday,Light_Load
73.04,33.16,0.0,91.06,100.0,Weekday,Thursday,Maximum_Load
5.26,0.0,26.96,100.0,19.15,Weekday,Wednesday,Medium_Load
39.6,19.04,0.0,90.12,100.0,Weekday,Friday,Medium_Load
3.67,3.13,0.07,76.09,99.98,Weekday,Thursday,Light_Load
3.85,4.32,0.0,66.53,100.0,Weekday,Monday,Light_Load
4.03,3.64,0.0,74.21,100.0,Weekend,Saturday,Light_Load
4.57,3.89,0.0,76.15,100.0,Weekday,Tuesday,Light_Load
2.84,5.11,0.0,48.58,100.0,Weekday,Friday,Light_Load
65.12,37.4,0.0,86.72,100.0,Weekday,Tuesday,Maximum_Load
55.91,21.64,0.0,93.26,100.0,Weekday,Friday,Maximum_Load
86.51,41.54,0.0,90.15,100.0,Weekday,Wednesday,Light_Load
2.88,0.0,4.64,100.0,52.74,Weekend,Sunday,Light_Load
35.35,5.15,4.21,98.96,99.3,Weekday,Monday,Maximum_Load
2.66,5.04,0.0,46.68,100.0,Weekday,Monday,Light_Load
4.86,7.99,0.0,51.97,100.0,Weekday,Monday,Maximum_Load
44.6,31.72,0.0,81.49,100.0,Weekday,Tuesday,Medium_Load
3.89,5.04,0.0,61.1,100.0,Weekday,Thursday,Light_Load
35.32,0.11,5.0,100.0,99.01,Weekday,Friday,Medium_Load
3.06,0.0,11.16,100.0,26.44,Weekend,Sunday,Light_Load
46.51,11.95,0.0,96.85,100.0,Weekday,Monday,Maximum_Load
56.92,29.16,0.0,89.0,100.0,Weekday,Thursday,Medium_Load
2.95,0.0,4.72,100.0,53.0,Weekday,Monday,Light_Load
74.2,26.17,0.0,94.31,100.0,Weekday,Friday,Medium_Load
12.2,0.0,24.73,100.0,44.24,Weekday,Friday,Medium_Load
3.17,0.0,17.14,100.0,18.19,Weekend,Sunday,Light_Load
4.61,4.21,0.0,73.84,100.0,Weekday,Thursday,Light_Load
50.76,16.34,0.0,95.19,100.0,Weekday,Monday,Maximum_Load
2.99,0.0,17.46,100.0,16.88,Weekend,Sunday,Light_Load
3.13,3.82,0.0,63.38,100.0,Weekend,Sunday,Medium_Load
2.81,0.0,11.99,100.0,22.82,Weekend,Saturday,Medium_Load
58.36,27.36,0.0,90.54,100.0,Weekday,Tuesday,Maximum_Load
2.84,4.21,0.0,55.92,100.0,Weekday,Friday,Light_Load
56.41,37.44,0.0,83.32,100.0,Weekday,Thursday,Maximum_Load
4.0,4.79,0.0,64.1,100.0,Weekday,Friday,Light_Load
61.38,18.25,0.0,95.85,100.0,Weekday,Monday,Medium_Load
65.63,29.38,0.0,91.27,100.0,Weekday,Monday,Maximum_Load
3.74,5.36,0.0,57.22,100.0,Weekday,Thursday,Light_Load
106.49,36.04,0.0,94.72,100.0,Weekend,Saturday,Maximum_Load
69.73,41.04,0.0,86.18,100.0,Weekday,Monday,Maximum_Load
2.74,2.88,1.91,68.93,82.04,Weekday,Monday,Light_Load
2.95,3.92,0.0,60.13,100.0,Weekend,Sunday,Light_Load
2.74,3.1,0.0,66.23,100.0,Weekday,Monday,Light_Load
3.1,3.71,0.0,64.12,100.0,Weekend,Sunday,Light_Load
2.81,4.25,0.0,55.15,100.0,Weekday,Thursday,Light_Load
3.02,5.11,0.0,50.88,100.0,Weekday,Tuesday,Light_Load
95.65,33.95,0.0,94.24,100.0,Weekday,Wednesday,Medium_Load
3.6,0.0,5.08,100.0,57.82,Weekend,Saturday,Light_Load
2.63,4.18,0.0,53.25,100.0,Weekday,Friday,Light_Load
4.86,2.88,0.0,86.03,100.0,Weekday,Friday,Light_Load
2.84,0.0,5.22,100.0,47.79,Weekend,Saturday,Light_Load
3.02,5.26,0.0,49.79,100.0,Weekday,Wednesday,Light_Load
2.92,5.15,0.0,49.32,100.0,Weekday,Wednesday,Light_Load
3.2,5.87,0.0,47.86,100.0,Weekday,Wednesday,Light_Load
3.06,6.16,0.0,44.49,100.0,Weekday,Thursday,Light_Load
3.13,4.72,0.0,55.27,100.0,Weekend,Saturday,Light_Load
2.95,0.0,4.68,100.0,53.32,Weekday,Monday,Light_Load
7.45,0.0,24.8,100.0,28.77,Weekday,Monday,Medium_Load
2.92,5.58,0.0,46.37,100.0,Weekday,Monday,Light_Load
5.08,0.0,19.91,100.0,24.72,Weekend,Sunday,Light_Load
3.2,4.46,0.0,58.3,100.0,Weekday,Tuesday,Light_Load
2.66,3.78,0.0,57.55,100.0,Weekday,Wednesday,Light_Load
48.42,8.93,0.0,98.34,100.0,Weekday,Friday,Medium_Load
3.71,0.0,17.93,100.0,20.26,Weekend,Saturday,Light_Load
4.0,3.74,0.04,73.04,100.0,Weekday,Thursday,Light_Load
4.28,4.43,0.0,69.48,100.0,Weekday,Monday,Light_Load
2.77,5.0,0.0,48.46,100.0,Weekday,Monday,Light_Load
43.2,13.25,0.0,95.6,100.0,Weekday,Friday,Maximum_Load
109.08,48.17,0.0,91.48,100.0,Weekday,Wednesday,Medium_Load
4.07,4.82,0.0,64.52,100.0,Weekday,Thursday,Light_Load
6.84,4.64,0.0,82.76,100.0,Weekday,Tuesday,Light_Load
5.11,0.0,20.63,100.0,24.04,Weekend,Sunday,Light_Load
29.2,6.8,0.61,97.39,99.98,Weekday,Thursday,Medium_Load
2.56,4.46,0.0,49.78,100.0,Weekend,Sunday,Light_Load
2.74,5.83,0.0,42.53,100.0,Weekday,Friday,Light_Load
3.13,3.96,0.0,62.01,100.0,Weekend,Sunday,Light_Load
89.1,29.52,0.0,94.93,100.0,Weekday,Thursday,Maximum_Load
63.58,37.94,0.0,85.87,100.0,Weekend,Saturday,Light_Load
6.05,5.18,0.0,75.96,100.0,Weekend,Saturday,Light_Load
53.24,24.08,0.0,91.11,100.0,Weekday,Tuesday,Medium_Load
66.71,21.53,0.0,95.17,100.0,Weekday,Monday,Maximum_Load
2.81,6.01,0.0,42.35,100.0,Weekday,Thursday,Light_Load
85.03,38.48,0.0,91.11,100.0,Weekday,Tuesday,Medium_Load
39.82,3.92,0.58,99.52,99.99,Weekday,Thursday,Medium_Load
3.49,0.0,17.82,100.0,19.22,Weekend,Saturday,Medium_Load
130.86,56.52,0.0,91.8,100.0,Weekday,Thursday,Maximum_Load
43.92,15.73,0.04,94.14,100.0,Weekday,Wednesday,Medium_Load
23.62,15.23,0.0,84.04,100.0,Weekday,Wednesday,Light_Load
3.46,4.14,0.0,64.13,100.0,Weekend,Sunday,Light_Load
3.74,0.0,12.78,100.0,28.09,Weekday,Wednesday,Medium_Load
66.02,40.1,0.0,85.47,100.0,Weekday,Friday,Maximum_Load
74.59,26.89,0.0,94.07,100.0,Weekday,Wednesday,Maximum_Load
3.13,5.54,0.0,49.19,100.0,Weekday,Thursday,Light_Load
2.56,3.38,0.0,60.38,100.0,Weekend,Sunday,Light_Load
3.31,5.9,0.0,48.93,100.0,Weekend,Sunday,Light_Load
11.81,0.65,16.02,99.85,59.34,Weekend,Sunday,Maximum_Load
3.85,3.06,0.18,78.28,99.89,Weekday,Wednesday,Light_Load
4.57,0.0,26.5,100.0,16.99,Weekend,Saturday,Light_Load
3.2,5.11,0.0,53.07,100.0,Weekday,Thursday,Light_Load
3.38,0.0,5.22,100.0,54.35,Weekday,Wednesday,Light_Load
4.97,0.0,26.17,100.0,18.66,Weekend,Sunday,Light_Load
3.35,0.0,14.08,100.0,23.15,Weekend,Sunday,Light_Load
4.1,4.75,0.0,65.34,100.0,Weekday,Thursday,Light_Load
3.96,4.75,0.0,64.03,100.0,Weekday,Friday,Light_Load
120.53,50.62,0.0,92.2,100.0,Weekday,Friday,Maximum_Load
3.74,3.17,0.11,76.28,99.96,Weekend,Sunday,Light_Load
5.08,0.0,11.41,100.0,40.67,Weekday,Friday,Maximum_Load
4.79,6.26,0.0,60.77,100.0,Weekday,Monday,Maximum_Load
2.92,0.0,17.46,100.0,16.49,Weekend,Saturday,Medium_Load
60.34,34.63,0.0,86.73,100.0,Weekday,Tuesday,Medium_Load
3.42,2.74,0.0,78.04,100.0,Weekend,Saturday,Light_Load
52.99,18.25,0.11,94.55,100.0,Weekday,Monday,Maximum_Load
39.92,12.56,0.0,95.39,100.0,Weekend,Saturday,Light_Load
4.68,5.72,0.0,63.32,100.0,Weekday,Tuesday,Light_Load
3.06,4.0,0.0,60.76,100.0,Weekday,Monday,Light_Load
41.83,29.45,0.0,81.77,100.0,Weekday,Tuesday,Light_Load
2.66,4.72,0.0,49.1,100.0,Weekend,Sunday,Light_Load
102.89,37.12,0.0,94.07,100.0,Weekday,Friday,Maximum_Load
33.84,0.72,4.43,99.98,99.15,Weekday,Tuesday,Medium_Load
2.95,4.25,0.0,57.02,100.0,Weekday,Wednesday,Light_Load
3.06,2.09,0.14,82.58,99.9,Weekend,Sunday,Light_Load
3.02,5.18,0.0,50.37,100.0,Weekday,Tuesday,Light_Load
3.49,0.0,17.53,100.0,19.53,Weekend,Sunday,Light_Load
3.02,3.13,0.0,69.43,100.0,Weekday,Wednesday,Light_Load
56.45,32.69,0.0,86.54,100.0,Weekday,Thursday,Maximum_Load
84.28,12.74,0.0,98.88,100.0,Weekend,Saturday,Maximum_Load
2.84,4.9,0.0,50.15,100.0,Weekend,Saturday,Light_Load
51.05,42.52,0.0,76.84,100.0,Weekday,Wednesday,Light_Load
4.36,4.36,0.0,70.71,100.0,Weekday,Monday,Light_Load
103.57,41.51,0.0,92.82,100.0,Weekday,Wednesday,Medium_Load
2.92,4.9,0.0,51.19,100.0,Weekday,Monday,Light_Load
30.96,0.4,1.26,99.99,99.92,Weekend,Saturday,Medium_Load
74.48,36.65,0.0,89.73,100.0,Weekday,Tuesday,Maximum_Load
80.71,38.77,0.0,90.14,100.0,Weekday,Friday,Light_Load
92.74,28.04,0.0,95.72,100.0,Weekday,Thursday,Maximum_Load
3.96,3.67,0.0,73.35,100.0,Weekday,Thursday,Light_Load
28.19,0.5,1.62,99.98,99.84,Weekend,Sunday,Maximum_Load
4.72,5.58,0.0,64.58,100.0,Weekday,Friday,Light_Load
2.88,3.82,0.0,60.2,100.0,Weekend,Sunday,Light_Load
37.26,20.2,0.61,87.91,99.99,Weekday,Tuesday,Medium_Load
105.48,45.58,0.0,91.8,100.0,Weekday,Wednesday,Medium_Load
99.25,23.11,0.0,97.39,100.0,Weekday,Monday,Medium_Load
2.59,4.0,0.0,54.35,100.0,Weekday,Tuesday,Light_Load
3.46,0.0,17.5,100.0,19.4,Weekend,Saturday,Light_Load
103.18,63.5,0.0,85.16,100.0,Weekday,Wednesday,Maximum_Load
111.2,53.71,0.0,90.05,100.0,Weekday,Monday,Maximum_Load
3.78,5.26,0.0,58.36,100.0,Weekday,Wednesday,Light_Load
55.44,58.46,0.0,68.81,100.0,Weekday,Monday,Light_Load
7.38,0.0,20.3,100.0,34.17,Weekday,Tuesday,Maximum_Load
3.13,0.0,16.88,100.0,18.23,Weekend,Sunday,Light_Load
2.74,5.36,0.0,45.52,100.0,Weekday,Monday,Light_Load
2.95,5.44,0.0,47.67,100.0,Weekday,Tuesday,Light_Load
3.6,3.13,0.0,75.47,100.0,Weekday,Thursday,Medium_Load
3.17,0.0,17.93,100.0,17.41,Weekday,Tuesday,Light_Load
4.54,0.0,17.89,100.0,24.6,Weekend,Saturday,Medium_Load
3.17,0.0,16.24,100.0,19.16,Weekend,Sunday,Light_Load
4.21,4.82,0.0,65.78,100.0,Weekend,Sunday,Light_Load
3.17,5.18,0.0,52.2,100.0,Weekday,Thursday,Light_Load
66.74,33.23,0.0,89.52,100.0,Weekday,Thursday,Medium_Load
9.43,0.0,5.9,100.0,84.77,Weekend,Saturday,Maximum_Load
3.49,0.0,16.63,100.0,20.54,Weekend,Sunday,Light_Load
5.94,5.65,0.0,72.46,100.0,Weekday,Wednesday,Light_Load
95.22,45.47,0.0,90.24,100.0,Weekday,Thursday,Light_Load
4.28,2.27,12.78,88.34,31.76,Weekday,Wednesday,Medium_Load
41.22,21.49,0.47,88.67,99.99,Weekend,Saturday,Maximum_Load
109.66,39.56,0.0,94.07,100.0,Weekday,Tuesday,Maximum_Load
47.63,41.15,0.0,75.67,100.0,Weekday,Friday,Light_Load
46.73,37.8,0.0,77.75,100.0,Weekday,Thursday,Maximum_Load
2.7,5.04,0.0,47.22,100.0,Weekend,Saturday,Light_Load
76.07,32.4,0.0,92.0,100.0,Weekday,Wednesday,Medium_Load
4.07,0.0,25.92,100.0,15.51,Weekday,Thursday,Medium_Load
56.48,27.29,0.0,90.04,100.0,Weekday,Wednesday,Maximum_Load
7.99,0.0,22.54,100.0,33.41,Weekday,Thursday,Medium_Load
100.15,38.02,0.0,93.49,100.0,Weekday,Friday,Maximum_Load
3.17,0.0,17.1,100.0,18.23,Weekend,Sunday,Light_Load
3.89,0.0,26.39,100.0,14.58,Weekend,Sunday,Medium_Load
2.95,4.0,0.0,59.35,100.0,Weekend,Saturday,Light_Load
39.56,29.2,0.0,80.46,100.0,Weekday,Tuesday,Light_Load
2.92,4.03,0.0,58.67,100.0,Weekend,Saturday,Light_Load
3.31,4.68,0.0,57.74,100.0,Weekday,Friday,Light_Load
27.32,9.07,5.47,94.91,98.05,Weekday,Monday,Medium_Load
117.47,69.37,0.0,86.11,100.0,Weekday,Tuesday,Medium_Load
3.6,3.1,0.0,75.78,100.0,Weekend,Saturday,Light_Load
32.4,0.04,9.83,100.0,95.69,Weekend,Saturday,Maximum_Load
4.86,3.28,0.07,82.89,99.99,Weekday,Friday,Light_Load
103.21,38.52,0.0,93.69,100.0,Weekday,Friday,Medium_Load
3.49,4.39,0.0,62.23,100.0,Weekday,Friday,Light_Load
4.18,3.13,0.0,80.05,100.0,Weekday,Tuesday,Light_Load
78.41,31.93,0.0,92.62,100.0,Weekday,Tuesday,Medium_Load
47.81,18.94,0.0,92.97,100.0,Weekend,Saturday,Medium_Load
3.28,2.34,0.07,81.41,99.98,Weekday,Friday,Light_Load
3.46,2.92,0.04,76.42,99.99,Weekend,Sunday,Light_Load
49.75,24.55,0.0,89.68,100.0,Weekday,Thursday,Maximum_Load
121.25,55.58,0.0,90.9,100.0,Weekday,Tuesday,Medium_Load
54.61,36.25,0.0,83.32,100.0,Weekday,Tuesday,Maximum_Load
83.63,44.5,0.0,88.28,100.0,Weekday,Friday,Medium_Load
95.65,47.84,0.0,89.44,100.0,Weekday,Wednesday,Medium_Load
68.29,43.02,0.0,84.61,100.0,Weekday,Thursday,Maximum_Load
4.28,1.98,14.9,90.76,27.61,Weekday,Tuesday,Medium_Load
3.2,0.0,16.7,100.0,18.82,Weekday,Tuesday,Light_Load
2.81,4.39,0.0,53.91,100.0,Weekend,Sunday,Light_Load
3.82,0.0,26.32,100.0,14.36,Weekday,Tuesday,Medium_Load
41.29,0.72,1.94,99.98,99.89,Weekend,Saturday,Medium_Load
3.1,2.95,0.0,72.44,100.0,Weekend,Sunday,Light_Load
3.78,0.0,16.09,100.0,22.87,Weekday,Thursday,Medium_Load
19.08,8.03,18.65,92.17,71.51,Weekday,Tuesday,Medium_Load
40.39,2.81,0.58,99.76,99.99,Weekday,Thursday,Medium_Load
2.84,5.0,0.0,49.39,100.0,Weekday,Friday,Light_Load
2.99,3.67,0.0,63.16,100.0,Weekday,Tuesday,Light_Load
25.67,0.25,3.06,100.0,99.3,Weekday,Monday,Medium_Load
2.74,4.5,0.0,52.01,100.0,Weekday,Tuesday,Light_Load
2.92,6.01,0.0,43.7,100.0,Weekday,Tuesday,Light_Load
3.92,1.26,14.83,95.2,25.56,Weekday,Wednesday,Medium_Load
3.2,3.02,0.0,72.73,100.0,Weekend,Sunday,Light_Load
3.56,0.0,18.22,100.0,19.18,Weekend,Saturday,Medium_Load
3.1,0.0,5.44,100.0,49.51,Weekday,Tuesday,Light_Load
6.41,0.0,25.06,100.0,24.78,Weekday,Tuesday,Medium_Load
5.44,0.0,20.7,100.0,25.42,Weekday,Wednesday,Maximum_Load
30.06,10.98,7.24,93.93,97.22,Weekday,Friday,Maximum_Load
4.5,0.0,21.31,100.0,20.66,Weekend,Sunday,Medium_Load
3.28,0.0,13.43,100.0,23.73,Weekday,Wednesday,Medium_Load
118.69,59.08,0.0,89.52,100.0,Weekday,Tuesday,Maximum_Load
3.2,0.0,16.92,100.0,18.58,Weekend,Sunday,Light_Load
3.28,4.68,0.0,57.39,100.0,Weekday,Thursday,Light_Load
4.21,3.13,0.07,80.25,99.99,Weekday,Thursday,Light_Load
103.36,34.7,0.0,94.8,100.0,Weekday,Tuesday,Medium_Load
55.94,39.1,0.0,81.96,100.0,Weekday,Wednesday,Medium_Load
26.28,0.04,7.67,100.0,96.0,Weekend,Saturday,Medium_Load
